"town","sale_amount","property_type","list_year"
"Stamford","516000","Condo",2019
"Stamford","516000","Single Family",2019
"Stamford","515500","Single Family",2019
"Stamford","515185","Single Family",2019
"Stamford","515000","Condo",2019
"Stamford","515000","Four Family",2019
"Stamford","515000","Single Family",2019
"Stamford","514500","Single Family",2019
"Stamford","514000","Single Family",2019
"Stamford","512500","Single Family",2019
"Stamford","512000","Single Family",2019
"Stamford","510256","Single Family",2019
"Stamford","510000","Condo",2019
"Stamford","510000","Residential",2019
"Stamford","510000","Single Family",2019
"Stamford","510000","Two Family",2019
"Stamford","509000","Single Family",2019
"Stamford","508500","Four Family",2019
"Stamford","507500","Single Family",2019
"Stamford","506625","Single Family",2019
"Stamford","506000","Single Family",2019
"Stamford","505000","Condo",2019
"Stamford","505000","Single Family",2019
"Stamford","504500","Two Family",2019
"Stamford","503000","Single Family",2019
"Stamford","502500","Single Family",2019
"Stamford","502000","Condo",2019
"Stamford","502000","Single Family",2019
"Stamford","501000","Single Family",2019
"Stamford","500050","Single Family",2019
"Stamford","500000","Condo",2019
"Stamford","500000","Residential",2019
"Stamford","500000","Single Family",2019
"Stamford","500000","Three Family",2019
"Stamford","500000","Two Family",2019
"Stamford","499900","Single Family",2019
"Stamford","499000","Single Family",2019
"Stamford","498000","Residential",2019
"Stamford","498000","Single Family",2019
"Stamford","496540","Residential",2019
"Stamford","496100","Single Family",2019
"Stamford","496000","Condo",2019
"Stamford","496000","Single Family",2019
"Stamford","495000","Condo",2019
"Stamford","495000","Single Family",2019
"Stamford","494000","Single Family",2019
"Stamford","493500","Single Family",2019
"Stamford","493000","Single Family",2019
"Stamford","492500","Condo",2019
"Stamford","492500","Single Family",2019
"Stamford","492000","Single Family",2019
"Stamford","490000","Condo",2019
"Stamford","490000","Single Family",2019
"Stamford","489000","Single Family",2019
"Stamford","488216","Single Family",2019
"Stamford","488000","Single Family",2019
"Stamford","488000","Three Family",2019
"Stamford","487750","Single Family",2019
"Stamford","487000","Condo",2019
"Stamford","486000","Single Family",2019
"Stamford","485900","Single Family",2019
"Stamford","485100","Single Family",2019
"Stamford","485000","Condo",2019
"Stamford","485000","Residential",2019
"Stamford","485000","Single Family",2019
"Stamford","484000","Single Family",2019
"Stamford","483000","Single Family",2019
"Stamford","482500","Single Family",2019
"Stamford","480000","Condo",2019
"Stamford","480000","Residential",2019
"Stamford","480000","Single Family",2019
"Stamford","480000","Two Family",2019
"Stamford","479000","Condo",2019
"Stamford","479000","Single Family",2019
"Stamford","477500","Condo",2019
"Stamford","477500","Single Family",2019
"Stamford","477000","Single Family",2019
"Stamford","476000","Four Family",2019
"Stamford","476000","Single Family",2019
"Stamford","475000","Condo",2019
"Stamford","475000","Single Family",2019
"Stamford","473250","Single Family",2019
"Stamford","473000","Single Family",2019
"Stamford","472500","Condo",2019
"Stamford","472500","Single Family",2019
"Stamford","472000","Single Family",2019
"Stamford","471000","Single Family",2019
"Stamford","470926","Single Family",2019
"Stamford","470500","Single Family",2019
"Stamford","470000","Condo",2019
"Stamford","470000","Residential",2019
"Stamford","470000","Single Family",2019
"Stamford","469000","Single Family",2019
"Stamford","468750","Residential",2019
"Stamford","468000","Condo",2019
"Stamford","468000","Single Family",2019
"Stamford","467500","Residential",2019
"Stamford","467500","Single Family",2019
"Stamford","466666","Single Family",2019
"Stamford","466265","Single Family",2019
"Stamford","466100","Single Family",2019
"Stamford","466000","Condo",2019
"Stamford","466000","Single Family",2019
"Stamford","465500","Two Family",2019
"Stamford","465000","Commercial",2019
"Stamford","465000","Condo",2019
"Stamford","465000","Four Family",2019
"Stamford","465000","Residential",2019
"Stamford","465000","Single Family",2019
"Stamford","465000","Two Family",2019
"Stamford","464250","Single Family",2019
"Stamford","463750","Two Family",2019
"Stamford","463000","Residential",2019
"Stamford","463000","Single Family",2019
"Stamford","462500","Condo",2019
"Stamford","461000","Single Family",2019
"Stamford","460385","Single Family",2019
"Stamford","460250","Single Family",2019
"Stamford","460130","Single Family",2019
"Stamford","460000","Condo",2019
"Stamford","460000","Residential",2019
"Stamford","460000","Single Family",2019
"Stamford","459500","Residential",2019
"Stamford","459000","Condo",2019
"Stamford","459000","Single Family",2019
"Stamford","458000","Residential",2019
"Stamford","457000","Single Family",2019
"Stamford","456125","Single Family",2019
"Stamford","456000","Single Family",2019
"Stamford","455000","Condo",2019
"Stamford","455000","Single Family",2019
"Stamford","454900","Single Family",2019
"Stamford","454000","Single Family",2019
"Stamford","453000","Residential",2019
"Stamford","453000","Single Family",2019
"Stamford","452500","Condo",2019
"Stamford","452500","Single Family",2019
"Stamford","452250","Single Family",2019
"Stamford","452000","Single Family",2019
"Stamford","451500","Single Family",2019
"Stamford","451000","Condo",2019
"Stamford","450000","Condo",2019
"Stamford","450000","Four Family",2019
"Stamford","450000","Residential",2019
"Stamford","450000","Single Family",2019
"Stamford","450000","Three Family",2019
"Stamford","450000","Two Family",2019
"Stamford","449999","Single Family",2019
"Stamford","449900","Single Family",2019
"Stamford","449100","Single Family",2019
"Stamford","449000","Single Family",2019
"Stamford","448000","Single Family",2019
"Stamford","447500","Condo",2019
"Stamford","447500","Single Family",2019
"Stamford","447250","Single Family",2019
"Stamford","447000","Condo",2019
"Stamford","447000","Single Family",2019
"Stamford","446500","Three Family",2019
"Stamford","445000","Condo",2019
"Stamford","445000","Single Family",2019
"Stamford","443333","Condo",2019
"Stamford","443250","Single Family",2019
"Stamford","442500","Single Family",2019
"Stamford","442500","Two Family",2019
"Stamford","442200","Condo",2019
"Stamford","442000","Condo",2019
"Stamford","442000","Single Family",2019
"Stamford","441000","Single Family",2019
"Stamford","440500","Condo",2019
"Stamford","440000","Condo",2019
"Stamford","440000","Residential",2019
"Stamford","440000","Single Family",2019
"Stamford","440000","Three Family",2019
"Stamford","439290","Condo",2019
"Stamford","439000","Single Family",2019
"Stamford","438000","Residential",2019
"Stamford","438000","Single Family",2019
"Stamford","437500","Residential",2019
"Stamford","437500","Single Family",2019
"Stamford","437000","Condo",2019
"Stamford","436000","Residential",2019
"Stamford","436000","Single Family",2019
"Stamford","435000","Condo",2019
"Stamford","435000","Single Family",2019
"Stamford","435000","Three Family",2019
"Stamford","434500","Single Family",2019
"Stamford","434000","Residential",2019
"Stamford","433000","Single Family",2019
"Stamford","432500","Condo",2019
"Stamford","432500","Residential",2019
"Stamford","432500","Single Family",2019
"Stamford","432000","Condo",2019
"Stamford","432000","Single Family",2019
"Stamford","431500","Single Family",2019
"Stamford","431000","Single Family",2019
"Stamford","430000","Condo",2019
"Stamford","430000","Residential",2019
"Stamford","430000","Single Family",2019
"Stamford","430000","Three Family",2019
"Stamford","430000","Two Family",2019
"Stamford","429227","Single Family",2019
"Stamford","429000","Condo",2019
"Stamford","429000","Single Family",2019
"Stamford","428749","Single Family",2019
"Stamford","428000","Condo",2019
"Stamford","428000","Single Family",2019
"Stamford","427500","Condo",2019
"Stamford","427500","Single Family",2019
"Stamford","427000","Condo",2019
"Stamford","427000","Single Family",2019
"Stamford","426000","Condo",2019
"Stamford","425884","Single Family",2019
"Stamford","425000","Condo",2019
"Stamford","425000","Residential",2019
"Stamford","425000","Single Family",2019
"Stamford","425000","Two Family",2019
"Stamford","424999","Single Family",2019
"Stamford","424975","Single Family",2019
"Stamford","424100","Residential",2019
"Stamford","424000","Condo",2019
"Stamford","424000","Single Family",2019
"Stamford","423750","Single Family",2019
"Stamford","423699","Single Family",2019
"Stamford","423400","Commercial",2019
"Stamford","423250","Single Family",2019
"Stamford","423000","Condo",2019
"Stamford","423000","Single Family",2019
"Stamford","422000","Condo",2019
"Stamford","422000","Single Family",2019
"Stamford","421504","Two Family",2019
"Stamford","421000","Condo",2019
"Stamford","420900","Single Family",2019
"Stamford","420000","Condo",2019
"Stamford","420000","Residential",2019
"Stamford","420000","Single Family",2019
"Stamford","420000","Two Family",2019
"Stamford","419900","Condo",2019
"Stamford","419000","Single Family",2019
"Stamford","418000","Condo",2019
"Stamford","418000","Single Family",2019
"Stamford","417500","Residential",2019
"Stamford","417500","Single Family",2019
"Stamford","417000","Single Family",2019
"Stamford","416000","Single Family",2019
"Stamford","415801","Residential",2019
"Stamford","415800","Single Family",2019
"Stamford","415001","Single Family",2019
"Stamford","415000","Condo",2019
"Stamford","415000","Residential",2019
"Stamford","415000","Single Family",2019
"Stamford","415000","Three Family",2019
"Stamford","415000","Two Family",2019
"Stamford","414500","Condo",2019
"Stamford","413730","Single Family",2019
"Stamford","413500","Two Family",2019
"Stamford","413000","Single Family",2019
"Stamford","412500","Single Family",2019
"Stamford","411500","Condo",2019
"Stamford","410000","Condo",2019
"Stamford","410000","Single Family",2019
"Stamford","410000","Two Family",2019
"Stamford","409000","Condo",2019
"Stamford","408000","Single Family",2019
"Stamford","407500","Condo",2019
"Stamford","407500","Single Family",2019
"Stamford","407200","Single Family",2019
"Stamford","407000","Single Family",2019
"Stamford","406500","Condo",2019
"Stamford","406300","Single Family",2019
"Stamford","406134","Condo",2019
"Stamford","406000","Condo",2019
"Stamford","406000","Single Family",2019
"Stamford","405000","Condo",2019
"Stamford","405000","Residential",2019
"Stamford","405000","Single Family",2019
"Stamford","405000","Two Family",2019
"Stamford","404500","Condo",2019
"Stamford","404250","Single Family",2019
"Stamford","404000","Single Family",2019
"Stamford","403965","Single Family",2019
"Stamford","403500","Single Family",2019
"Stamford","403200","Single Family",2019
"Stamford","403000","Condo",2019
"Stamford","403000","Single Family",2019
"Stamford","402500","Single Family",2019
"Stamford","402199","Single Family",2019
"Stamford","402000","Residential",2019
"Stamford","402000","Single Family",2019
"Stamford","402000","Two Family",2019
"Stamford","400000","Condo",2019
"Stamford","400000","Four Family",2019
"Stamford","400000","Residential",2019
"Stamford","400000","Single Family",2019
"Stamford","400000","Three Family",2019
"Stamford","400000","Two Family",2019
"Stamford","400000","Vacant Land",2019
